Frame,Wheelset,Frame_Flat_Time,Frame_Climb_Time,Frame_Aero_St,Frame_Weight_St,Frame_Price,Frame_Type,Frame_Level,Wheel_Flat_Time,Wheel_Climb_Time,Wheel_Aero_St,Wheel_Weight_St,Wheel_Price,Wheel_Level,Flat_Time,Climb_Time
Spec Venge S-Works,Shimano C60,3077,2946,3,3,798800,Standard,33,3062,2979,3,1,92300,18,3052.975249962165,2961.648302471394
Felt IA 2.0,Shimano C60,2983,3001,4,1,1136000,TT,34,3062,2979,3,1,92300,18,2946.611052431334,3016.6483024713666
Felt AR,Shimano C60,3077,2946,3,3,639000,Standard,34,3062,2979,3,1,92300,18,3052.975249962165,2961.648302471394
Spec Aethos,Shimano C60,3093,2930,2,4,923000,Standard,34,3062,2979,3,1,92300,18,3069.0308055177206,2945.648302471394
Diamondback Andean,Shimano C60,2998,3007.5,4,1,572900,TT,35,3062,2979,3,1,92300,18,2965.0153734189794,3023.1483024713743
Cann SuperSix EVO,Shimano C60,3090,2940,3,4,816500,Standard,36,3062,2979,3,1,92300,18,3067.6851265053697,2955.648302471398
Felt IA,Shimano C60,2984,3009.5,4,1,1065000,TT,37,3062,2979,3,1,92300,18,2948.385743789357,3025.1483024713684
Pin Dogma F8,Shimano C60,3091,2955,3,3,710000,Standard,39,3062,2979,3,1,92300,18,3070.351793172032,2970.6483024714016
Zwift Buffalo,Shimano C60,3106,3065.5,1,1,9500,Standard,40,3062,2979,3,1,92300,18,3093.583274653492,3081.148302471422
CADEX Tri,Shimano C60,2976.5,3006.5,4,1,1029500,TT,42,3062,2979,3,1,92300,18,2939.2005586041764,3022.1483024713643
Zwift Safety,Shimano C60,3097,3006.5,2,2,3550000,Standard,44,3062,2979,3,1,92300,18,3079.916607986838,3022.1483024714107
Cervelo PX-Series,Shimano C60,2984.5,3010,4,1,1065000,TT,45,3062,2979,3,1,92300,18,2949.018459838739,3025.6483024713684
Zwift TT,Shimano C60,3016,3027,4,1,0,TT,0,3062,2979,3,1,92300,18,2987.8950030485953,3042.6483024713857
Pinarello Bolide TT,Zipp 353 NSW,2999,3021,3,3,0,Standard,0,3056,2960,3,3,255600,19,2957.9906056740633,3014.327363962463
Spec Tarmac,Zipp 353 NSW,3093.5,2941,2,4,0,Standard,0,3056,2960,3,3,255600,19,3063.7066550567506,2934.3273639624863
Trek Emonda,Zipp 353 NSW,3093.5,2938,2,4,0,Standard,0,3056,2960,3,3,255600,19,3063.5029513530476,2931.3273639624854
Zwift Carbon,Zipp 353 NSW,3096,2987,2,3,0,Standard,0,3056,2960,3,3,255600,19,3070.2745562913074,2980.3273639624963
Cann CAAD12,Zipp 353 NSW,3095,2970.5,2,2,184500,Standard,2,3056,2960,3,3,255600,19,3068.407272340693,2963.827363962493
Rid Helium,Zipp 353 NSW,3094,2958,2,3,461500,Standard,3,3056,2960,3,3,255600,19,3065.91035876045,2951.32736396249
Spec Allez,Zipp 353 NSW,3094.5,2973.5,2,2,127800,Standard,4,3056,2960,3,3,255600,19,3068.012210612298,2966.8273639624936
Spec Roub,Zipp 353 NSW,3094,2955,2,3,461500,Standard,5,3056,2960,3,3,255600,19,3065.706655056747,2948.3273639624895
Spec Roub S-Works,Zipp 353 NSW,3093,2946.5,2,3,745500,Standard,5,3056,2960,3,3,255600,19,3063.9319636987243,2939.8273639624877
Spec Ruby,Zipp 353 NSW,3094,2955,2,3,461500,Standard,5,3056,2960,3,3,255600,19,3065.706655056747,2948.3273639624895
Spec Ruby S-Works,Zipp 353 NSW,3093.5,2946.5,2,3,745500,Standard,5,3056,2960,3,3,255600,19,3064.530729130823,2939.8273639624877
Spec Tarmac SL7,Zipp 353 NSW,3090,2958,3,3,674500,Standard,5,3056,2960,3,3,255600,19,3062.6881365382255,2951.327363962492
Chapter2 Tere,Zipp 353 NSW,3093.5,2941.5,2,4,390500,Standard,6,3056,2960,3,3,255600,19,3063.7406056740347,2934.8273639624863
Ribble End,Zipp 353 NSW,3087,2966,3,3,390500,Standard,7,3056,2960,3,3,255600,19,3059.6387538221757,2959.3273639624927
Zwift Steel,Zipp 353 NSW,3099.5,2995.5,1,2,142000,Standard,7,3056,2960,3,3,255600,19,3073.9257908592085,2988.827363962496
Factor One,Zipp 353 NSW,3084.5,2966,3,3,426000,Standard,8,3056,2960,3,3,255600,19,3056.6449266616833,2959.3273639624913
Focus Izalco,Zipp 353 NSW,3082.5,2950,3,3,426000,Standard,8,3056,2960,3,3,255600,19,3053.163445180206,2943.327363962487
Giant TCR Disc,Zipp 353 NSW,3091,2959,2,3,305300,Standard,8,3056,2960,3,3,255600,19,3062.3856674024264,2952.327363962489
Cann EVO,Zipp 353 NSW,3093,2934.5,2,4,213000,Standard,9,3056,2960,3,3,255600,19,3062.6665315999617,2927.827363962485
Rid Noah Fast,Zipp 353 NSW,3083.5,2964.5,3,3,426000,Standard,9,3056,2960,3,3,255600,19,3055.345543945635,2957.8273639624904
Canyon Aero 2021,Zipp 353 NSW,3079,2941,3,3,568000,Standard,10,3056,2960,3,3,255600,19,3048,2934
Canyon Ult,Zipp 353 NSW,3093,2940,2,4,461500,Standard,10,3056,2960,3,3,255600,19,3063.039988390084,2933.327363962486
Specialized Shiv,Zipp 353 NSW,2998,3011,4,1,710000,TT,10,3056,2960,3,3,255600,19,2958.5831982666527,3004.3273639624654
Specialized Shiv S-Works,Zipp 353 NSW,2998,3002,4,1,852000,TT,10,3056,2960,3,3,255600,19,2957.9720871555437,2995.3273639624636
Spec Tarmac Pro,Zipp 353 NSW,3093,2936,2,4,408300,Standard,11,3056,2960,3,3,255600,19,3062.7683834518134,2929.3273639624854
Cann Synapse,Zipp 353 NSW,3093.5,2951,2,3,298200,Standard,12,3056,2960,3,3,255600,19,3064.836284686378,2944.3273639624886
Van Rysel EDR,Zipp 353 NSW,3094.5,2960,2,3,326600,Standard,12,3056,2960,3,3,255600,19,3066.6449266616837,2953.3273639624904
Cervelo S3D,Zipp 353 NSW,3083.5,2972.5,3,2,468600,Standard,13,3056,2960,3,3,255600,19,3056.3393711061267,2965.827363962492
Giant TCR,Zipp 353 NSW,3091.5,2945.5,3,3,745500,Standard,14,3056,2960,3,3,255600,19,3063.6356674024246,2938.8273639624904
Spec Allez Spr,Zipp 353 NSW,3083,2953,3,3,127800,Standard,14,3056,2960,3,3,255600,19,3053.9659143160075,2946.327363962488
Cervelo P5,Zipp 353 NSW,2991,3003.5,4,1,710000,TT,15,3056,2960,3,3,255600,19,2949.6912229580157,2996.827363962461
Bridgestn SR9s,Zipp 353 NSW,3093,2937.5,2,4,511200,Standard,15,3056,2960,3,3,255600,19,3062.8702353036647,2930.8273639624854
Moots Vamoots,Zipp 353 NSW,3094.5,2975,2,2,852000,Standard,15,3056,2960,3,3,255600,19,3068.1140624641494,2968.3273639624936
Mosaic RT-1d,Zipp 353 NSW,3094.5,2975,2,2,852000,Standard,15,3056,2960,3,3,255600,19,3068.1140624641494,2968.3273639624936
Ventum One,Zipp 353 NSW,2994.5,3035,3,3,638900,Standard,15,3056,2960,3,3,255600,19,2953.5523340691243,3028.327363962463
Chapter2 Rere,Zipp 353 NSW,3088,2963,3,3,355000,Standard,16,3056,2960,3,3,255600,19,3060.63258098267,2956.327363962492
Parlee ESX,Zipp 353 NSW,3091.5,2959.5,3,3,603500,Standard,16,3056,2960,3,3,255600,19,3064.5862846863724,2952.827363962493
Quintana Roo V-PR,Zipp 353 NSW,2998,3010,4,1,638600,TT,16,3056,2960,3,3,255600,19,2958.515297032085,3003.327363962465
Scott Foil,Zipp 353 NSW,3088,2952.5,3,3,781000,Standard,17,3056,2960,3,3,255600,19,3059.919618019709,2945.8273639624904
Scott Plasma,Zipp 353 NSW,2998,3003,4,1,852000,TT,17,3056,2960,3,3,255600,19,2958.0399883901114,2996.3273639624636
Chapter2 Toa,Zipp 353 NSW,3080,2943,3,3,426000,Standard,18,3056,2960,3,3,255600,19,3049,2936
Colnago V3RS,Zipp 353 NSW,3094,2951.5,2,3,695800,Standard,18,3056,2960,3,3,255600,19,3065.46900073576,2944.827363962489
Spec Venge,Zipp 353 NSW,3080,2963,3,3,461500,Standard,18,3056,2960,3,3,255600,19,3051.052334069094,2956.3273639624886
Specialized Shiv Disc,Zipp 353 NSW,2986,3011,4,1,994000,TT,18,3056,2960,3,3,255600,19,2944.2128278962887,3004.32736396246
BMC SLR01,Zipp 353 NSW,3093.5,2947,2,3,376200,Standard,19,3056,2960,3,3,255600,19,3064.5646797481068,2940.3273639624877
Canyon Ult CFR,Zipp 353 NSW,3092,2935,2,4,639000,Standard,19,3056,2960,3,3,255600,19,3061.502951353049,2928.3273639624845
Uran Nuclear,Zipp 353 NSW,3077,2949,3,3,184500,Standard,19,3056,2960,3,3,255600,19,3046.5091241925547,2942.327363962485
Felt FR,Zipp 353 NSW,3090,2940,3,3,851900,Standard,20,3056,2960,3,3,255600,19,3061.4659143160065,2933.327363962489
Trek Madone,Zipp 353 NSW,3079,2952,3,3,887500,Standard,20,3056,2960,3,3,255600,19,3049.1078896246518,2945.3273639624863
Canyon Speedmax,Zipp 353 NSW,2998,3012.5,4,1,710000,TT,21,3056,2960,3,3,255600,19,2958.6850501185045,3005.8273639624654
BMC Road,Zipp 353 NSW,3094.5,2964,2,3,780900,Standard,21,3056,2960,3,3,255600,19,3066.9165315999544,2957.3273639624913
Giant Propel,Zipp 353 NSW,3081.5,2954.5,3,3,816500,Standard,22,3056,2960,3,3,255600,19,3052.271469871564,2947.8273639624877
Liv Langma Disc,Zipp 353 NSW,3089.5,2945,3,3,745500,Standard,22,3056,2960,3,3,255600,19,3061.206655056747,2938.3273639624895
Canyon Aero,Zipp 353 NSW,3081.5,2960,3,3,532500,Standard,23,3056,2960,3,3,255600,19,3052.6449266616864,2953.3273639624886
BMC Time Machine,Zipp 353 NSW,2998,3012,4,1,781000,TT,24,3056,2960,3,3,255600,19,2958.6510995012204,3005.3273639624654
Cervelo R5,Zipp 353 NSW,3093.5,2941.5,2,4,461500,Standard,24,3056,2960,3,3,255600,19,3063.7406056740347,2934.8273639624863
Pin Dogma 65.1,Zipp 353 NSW,3091.5,2972,4,1,923000,TT,25,3056,2960,3,3,255600,19,3067.9041859209324,2965.3273639625
Cervelo S5,Zipp 353 NSW,3079,2950,3,3,603500,Standard,25,3056,2960,3,3,255600,19,3048.9720871555164,2943.327363962486
Canyon Speedmax CF SLX,Zipp 353 NSW,2981,3009,4,1,891000,TT,26,3056,2960,3,3,255600,19,2938.089371106168,3002.327363962457
BMC TeamMach,Zipp 353 NSW,3089.5,2942.5,3,3,832900,Standard,26,3056,2960,3,3,255600,19,3061.0369019703276,2935.827363962489
Trek Emonda SL,Zipp 353 NSW,3094,2943,2,3,142000,Standard,26,3056,2960,3,3,255600,19,3064.8918402419345,2936.327363962487
Cann SystemSix,Zipp 353 NSW,3080,2964.5,3,3,497000,Standard,27,3056,2960,3,3,255600,19,3051.154185920945,2957.827363962489
Cervelo S5 2020,Zipp 353 NSW,3077,2949,3,3,852000,Standard,27,3056,2960,3,3,255600,19,3046.5091241925547,2942.327363962485
Cube Aerium,Zipp 353 NSW,2998.5,3010.5,4,1,248500,TT,28,3056,2960,3,3,255600,19,2959.1480130814675,3003.827363962465
Parlee RZ7,Zipp 353 NSW,3086,2961,3,3,511200,Standard,28,3056,2960,3,3,255600,19,3058.1017167851405,2954.3273639624913
Pin Dogma F10,Zipp 353 NSW,3086,2952.5,3,2,603500,Standard,29,3056,2960,3,3,255600,19,3057.975173575265,2945.82736396249
Pinarello Bolide,Zipp 353 NSW,2999,3020,3,3,958500,Standard,29,3056,2960,3,3,255600,19,2957.922704439495,3013.3273639624626
Spec Amira,Zipp 353 NSW,3093.5,2946,2,3,142000,Standard,31,3056,2960,3,3,255600,19,3064.496778513539,2939.3273639624877
Spec Amira S-Works,Zipp 353 NSW,3093.5,2940,2,4,355000,Standard,31,3056,2960,3,3,255600,19,3063.638753822183,2933.327363962486
Zwift Aero,Zipp 353 NSW,3085,2968,4,1,482800,TT,31,3056,2960,3,3,255600,19,3059.848630365381,2961.3273639624963
Cube Lite,Zipp 353 NSW,3094,2942,2,3,177500,Standard,32,3056,2960,3,3,255600,19,3064.823939007367,2935.327363962487
Cube Lite C:68X,Zipp 353 NSW,3093,2936,2,4,373500,Standard,32,3056,2960,3,3,255600,19,3062.7683834518134,2929.3273639624854
Pin Dogma F12,Zipp 353 NSW,3083,2949,3,4,1029500,Standard,32,3056,2960,3,3,255600,19,3053.2436920937866,2942.327363962487
Trek Speed Concept SLR 9,Zipp 353 NSW,2985.5,3042,4,1,958500,TT,32,3056,2960,3,3,255600,19,2945.719000735789,3035.327363962465
Scott Plasma RC Ultimate,Zipp 353 NSW,2983,3001,4,1,1136000,TT,33,3056,2960,3,3,255600,19,2939.9412229580207,2994.3273639624567
Scott Addict RC,Zipp 353 NSW,3082.5,2935,3,4,852000,Standard,33,3056,2960,3,3,255600,19,3051,2928
Spec Venge S-Works,Zipp 353 NSW,3077,2946,3,3,798800,Standard,33,3056,2960,3,3,255600,19,3046,2939
Felt IA 2.0,Zipp 353 NSW,2983,3001,4,1,1136000,TT,34,3056,2960,3,3,255600,19,2939.9412229580207,2994.3273639624567
Felt AR,Zipp 353 NSW,3077,2946,3,3,639000,Standard,34,3056,2960,3,3,255600,19,3046.3054204888517,2939.3273639624845
Spec Aethos,Zipp 353 NSW,3093,2930,2,4,923000,Standard,34,3056,2960,3,3,255600,19,3062,2923
Diamondback Andean,Zipp 353 NSW,2998,3007.5,4,1,572900,TT,35,3056,2960,3,3,255600,19,2958.345543945666,3000.8273639624645
Cann SuperSix EVO,Zipp 353 NSW,3090,2940,3,4,816500,Standard,36,3056,2960,3,3,255600,19,3061.0152970320564,2933.3273639624886
Felt IA,Zipp 353 NSW,2984,3009.5,4,1,1065000,TT,37,3056,2960,3,3,255600,19,2941.7159143160434,3002.8273639624585
Pin Dogma F8,Zipp 353 NSW,3091,2955,3,3,710000,Standard,39,3056,2960,3,3,255600,19,3063.681963698719,2948.327363962492
Zwift Buffalo,Zipp 353 NSW,3106,3065.5,1,1,9500,Standard,40,3056,2960,3,3,255600,19,3086.9134451801788,3058.827363962512
CADEX Tri,Zipp 353 NSW,2976.5,3006.5,4,1,1029500,TT,42,3056,2960,3,3,255600,19,2932.5307291308627,2999.8273639624545
Zwift Safety,Zipp 353 NSW,3097,3006.5,2,2,3550000,Standard,44,3056,2960,3,3,255600,19,3073.2467785135245,2999.827363962501
Cervelo PX-Series,Zipp 353 NSW,2984.5,3010,4,1,1065000,TT,45,3056,2960,3,3,255600,19,2942.3486303654254,3003.3273639624585
Zwift TT,Zipp 353 NSW,3016,3027,4,1,0,TT,0,3056,2960,3,3,255600,19,2981.225173575282,3020.327363962476
Pinarello Bolide TT,Bont.Aeolus5,2999,3021,3,3,0,Standard,0,3066,2964,3,3,170400,20,2968.4597664998164,3019.3013164287363
Spec Tarmac,Bont.Aeolus5,3093.5,2941,2,4,0,Standard,0,3066,2964,3,3,170400,20,3074.175815882504,2939.3013164287595
Trek Emonda,Bont.Aeolus5,3093.5,2938,2,4,0,Standard,0,3066,2964,3,3,170400,20,3073.972112178801,2936.3013164287586
Zwift Carbon,Bont.Aeolus5,3096,2987,2,3,0,Standard,0,3066,2964,3,3,170400,20,3080.743717117061,2985.30131642877
Cann CAAD12,Bont.Aeolus5,3095,2970.5,2,2,184500,Standard,2,3066,2964,3,3,170400,20,3078.8764331664465,2968.8013164287668
Rid Helium,Bont.Aeolus5,3094,2958,2,3,461500,Standard,3,3066,2964,3,3,170400,20,3076.3795195862035,2956.3013164287636
Spec Allez,Bont.Aeolus5,3094.5,2973.5,2,2,127800,Standard,4,3066,2964,3,3,170400,20,3078.4813714380516,2971.801316428767
Spec Roub,Bont.Aeolus5,3094,2955,2,3,461500,Standard,5,3066,2964,3,3,170400,20,3076.1758158825005,2953.301316428763
Spec Roub S-Works,Bont.Aeolus5,3093,2946.5,2,3,745500,Standard,5,3066,2964,3,3,170400,20,3074.401124524478,2944.8013164287613
Spec Ruby,Bont.Aeolus5,3094,2955,2,3,461500,Standard,5,3066,2964,3,3,170400,20,3076.1758158825005,2953.301316428763
Spec Ruby S-Works,Bont.Aeolus5,3093.5,2946.5,2,3,745500,Standard,5,3066,2964,3,3,170400,20,3074.9998899565767,2944.8013164287613
Spec Tarmac SL7,Bont.Aeolus5,3090,2958,3,3,674500,Standard,5,3066,2964,3,3,170400,20,3073.157297363979,2956.3013164287654
Chapter2 Tere,Bont.Aeolus5,3093.5,2941.5,2,4,390500,Standard,6,3066,2964,3,3,170400,20,3074.209766499788,2939.8013164287595
Ribble End,Bont.Aeolus5,3087,2966,3,3,390500,Standard,7,3066,2964,3,3,170400,20,3070.107914647929,2964.301316428766
Zwift Steel,Bont.Aeolus5,3099.5,2995.5,1,2,142000,Standard,7,3066,2964,3,3,170400,20,3084.394951684962,2993.801316428769
Factor One,Bont.Aeolus5,3084.5,2966,3,3,426000,Standard,8,3066,2964,3,3,170400,20,3067.114087487437,2964.3013164287645
Focus Izalco,Bont.Aeolus5,3082.5,2950,3,3,426000,Standard,8,3066,2964,3,3,170400,20,3063.6326060059596,2948.3013164287604
Giant TCR Disc,Bont.Aeolus5,3091,2959,2,3,305300,Standard,8,3066,2964,3,3,170400,20,3072.85482822818,2957.3013164287627
Cann EVO,Bont.Aeolus5,3093,2934.5,2,4,213000,Standard,9,3066,2964,3,3,170400,20,3073.135692425715,2932.8013164287586
Rid Noah Fast,Bont.Aeolus5,3083.5,2964.5,3,3,426000,Standard,9,3066,2964,3,3,170400,20,3065.8147047713883,2962.8013164287636
Canyon Aero 2021,Bont.Aeolus5,3079,2941,3,3,568000,Standard,10,3066,2964,3,3,170400,20,3058.8301368701605,2939.3013164287577
Canyon Ult,Bont.Aeolus5,3093,2940,2,4,461500,Standard,10,3066,2964,3,3,170400,20,3073.5091492158376,2938.3013164287595
Specialized Shiv,Bont.Aeolus5,2998,3011,4,1,710000,TT,10,3066,2964,3,3,170400,20,2969.0523590924063,3009.301316428739
Specialized Shiv S-Works,Bont.Aeolus5,2998,3002,4,1,852000,TT,10,3066,2964,3,3,170400,20,2968.4412479812972,3000.301316428737
Spec Tarmac Pro,Bont.Aeolus5,3093,2936,2,4,408300,Standard,11,3066,2964,3,3,170400,20,3073.237544277567,2934.3013164287586
Cann Synapse,Bont.Aeolus5,3093.5,2951,2,3,298200,Standard,12,3066,2964,3,3,170400,20,3075.3054455121314,2949.301316428762
Van Rysel EDR,Bont.Aeolus5,3094.5,2960,2,3,326600,Standard,12,3066,2964,3,3,170400,20,3077.1140874874372,2958.301316428764
Cervelo S3D,Bont.Aeolus5,3083.5,2972.5,3,2,468600,Standard,13,3066,2964,3,3,170400,20,3066.80853193188,2970.8013164287654
Giant TCR,Bont.Aeolus5,3091.5,2945.5,3,3,745500,Standard,14,3066,2964,3,3,170400,20,3074.104828228178,2943.8013164287636
Spec Allez Spr,Bont.Aeolus5,3083,2953,3,3,127800,Standard,14,3066,2964,3,3,170400,20,3064.435075141761,2951.3013164287613
Cervelo P5,Bont.Aeolus5,2991,3003.5,4,1,710000,TT,15,3066,2964,3,3,170400,20,2960.1603837837692,3001.8013164287345
Bridgestn SR9s,Bont.Aeolus5,3093,2937.5,2,4,511200,Standard,15,3066,2964,3,3,170400,20,3073.339396129418,2935.8013164287586
Moots Vamoots,Bont.Aeolus5,3094.5,2975,2,2,852000,Standard,15,3066,2964,3,3,170400,20,3078.583223289903,2973.301316428767
Mosaic RT-1d,Bont.Aeolus5,3094.5,2975,2,2,852000,Standard,15,3066,2964,3,3,170400,20,3078.583223289903,2973.301316428767
Ventum One,Bont.Aeolus5,2994.5,3035,3,3,638900,Standard,15,3066,2964,3,3,170400,20,2964.021494894878,3033.3013164287363
Chapter2 Rere,Bont.Aeolus5,3088,2963,3,3,355000,Standard,16,3066,2964,3,3,170400,20,3071.1017418084234,2961.3013164287654
Parlee ESX,Bont.Aeolus5,3091.5,2959.5,3,3,603500,Standard,16,3066,2964,3,3,170400,20,3075.055445512126,2957.8013164287663
Quintana Roo V-PR,Bont.Aeolus5,2998,3010,4,1,638600,TT,16,3066,2964,3,3,170400,20,2968.9844578578386,3008.3013164287386
Scott Foil,Bont.Aeolus5,3088,2952.5,3,3,781000,Standard,17,3066,2964,3,3,170400,20,3070.3887788454626,2950.8013164287636
Scott Plasma,Bont.Aeolus5,2998,3003,4,1,852000,TT,17,3066,2964,3,3,170400,20,2968.509149215865,3001.301316428737
Chapter2 Toa,Bont.Aeolus5,3080,2943,3,3,426000,Standard,18,3066,2964,3,3,170400,20,3060.1634702034935,2941.301316428758
Colnago V3RS,Bont.Aeolus5,3094,2951.5,2,3,695800,Standard,18,3066,2964,3,3,170400,20,3075.9381615615134,2949.8013164287627
Spec Venge,Bont.Aeolus5,3080,2963,3,3,461500,Standard,18,3066,2964,3,3,170400,20,3061.5214948948474,2961.3013164287618
Specialized Shiv Disc,Bont.Aeolus5,2986,3011,4,1,994000,TT,18,3066,2964,3,3,170400,20,2954.681988722042,3009.3013164287336
BMC SLR01,Bont.Aeolus5,3093.5,2947,2,3,376200,Standard,19,3066,2964,3,3,170400,20,3075.0338405738603,2945.3013164287613
Canyon Ult CFR,Bont.Aeolus5,3092,2935,2,4,639000,Standard,19,3066,2964,3,3,170400,20,3071.9721121788025,2933.3013164287577
Uran Nuclear,Bont.Aeolus5,3077,2949,3,3,184500,Standard,19,3066,2964,3,3,170400,20,3056.9782850183083,2947.301316428758
Felt FR,Bont.Aeolus5,3090,2940,3,3,851900,Standard,20,3066,2964,3,3,170400,20,3071.93507514176,2938.301316428762
Trek Madone,Bont.Aeolus5,3079,2952,3,3,887500,Standard,20,3066,2964,3,3,170400,20,3059.5770504504053,2950.3013164287595
Canyon Speedmax,Bont.Aeolus5,2998,3012.5,4,1,710000,TT,21,3066,2964,3,3,170400,20,2969.154210944258,3010.801316428739
BMC Road,Bont.Aeolus5,3094.5,2964,2,3,780900,Standard,21,3066,2964,3,3,170400,20,3077.385692425708,2962.301316428765
Giant Propel,Bont.Aeolus5,3081.5,2954.5,3,3,816500,Standard,22,3066,2964,3,3,170400,20,3062.7406306973176,2952.801316428761
Liv Langma Disc,Bont.Aeolus5,3089.5,2945,3,3,745500,Standard,22,3066,2964,3,3,170400,20,3071.6758158825005,2943.3013164287627
Canyon Aero,Bont.Aeolus5,3081.5,2960,3,3,532500,Standard,23,3066,2964,3,3,170400,20,3063.11408748744,2958.3013164287618
BMC Time Machine,Bont.Aeolus5,2998,3012,4,1,781000,TT,24,3066,2964,3,3,170400,20,2969.120260326974,3010.301316428739
Cervelo R5,Bont.Aeolus5,3093.5,2941.5,2,4,461500,Standard,24,3066,2964,3,3,170400,20,3074.209766499788,2939.8013164287595
Pin Dogma 65.1,Bont.Aeolus5,3091.5,2972,4,1,923000,TT,25,3066,2964,3,3,170400,20,3078.373346746686,2970.3013164287736
Cervelo S5,Bont.Aeolus5,3079,2950,3,3,603500,Standard,25,3066,2964,3,3,170400,20,3059.44124798127,2948.301316428759
Canyon Speedmax CF SLX,Bont.Aeolus5,2981,3009,4,1,891000,TT,26,3066,2964,3,3,170400,20,2948.5585319319216,3007.301316428731
BMC TeamMach,Bont.Aeolus5,3089.5,2942.5,3,3,832900,Standard,26,3066,2964,3,3,170400,20,3071.506062796081,2940.801316428762
Trek Emonda SL,Bont.Aeolus5,3094,2943,2,3,142000,Standard,26,3066,2964,3,3,170400,20,3075.361001067688,2941.301316428761
Cann SystemSix,Bont.Aeolus5,3080,2964.5,3,3,497000,Standard,27,3066,2964,3,3,170400,20,3061.623346746699,2962.801316428762
Cervelo S5 2020,Bont.Aeolus5,3077,2949,3,3,852000,Standard,27,3066,2964,3,3,170400,20,3056.9782850183083,2947.301316428758
Cube Aerium,Bont.Aeolus5,2998.5,3010.5,4,1,248500,TT,28,3066,2964,3,3,170400,20,2969.617173907221,3008.8013164287386
Parlee RZ7,Bont.Aeolus5,3086,2961,3,3,511200,Standard,28,3066,2964,3,3,170400,20,3068.570877610894,2959.3013164287645
Pin Dogma F10,Bont.Aeolus5,3086,2952.5,3,2,603500,Standard,29,3066,2964,3,3,170400,20,3068.4443344010188,2950.801316428763
Pinarello Bolide,Bont.Aeolus5,2999,3020,3,3,958500,Standard,29,3066,2964,3,3,170400,20,2968.3918652652487,3018.301316428736
Spec Amira,Bont.Aeolus5,3093.5,2946,2,3,142000,Standard,31,3066,2964,3,3,170400,20,3074.9659393392926,2944.3013164287613
Spec Amira S-Works,Bont.Aeolus5,3093.5,2940,2,4,355000,Standard,31,3066,2964,3,3,170400,20,3074.1079146479365,2938.3013164287595
Zwift Aero,Bont.Aeolus5,3085,2968,4,1,482800,TT,31,3066,2964,3,3,170400,20,3070.3177911911343,2966.30131642877
Cube Lite,Bont.Aeolus5,3094,2942,2,3,177500,Standard,32,3066,2964,3,3,170400,20,3075.2930998331203,2940.301316428761
Cube Lite C:68X,Bont.Aeolus5,3093,2936,2,4,373500,Standard,32,3066,2964,3,3,170400,20,3073.237544277567,2934.3013164287586
Pin Dogma F12,Bont.Aeolus5,3083,2949,3,4,1029500,Standard,32,3066,2964,3,3,170400,20,3063.71285291954,2947.3013164287604
Trek Speed Concept SLR 9,Bont.Aeolus5,2985.5,3042,4,1,958500,TT,32,3066,2964,3,3,170400,20,2956.1881615615425,3040.3013164287386
Scott Plasma RC Ultimate,Bont.Aeolus5,2983,3001,4,1,1136000,TT,33,3066,2964,3,3,170400,20,2950.4103837837743,2999.3013164287304
Scott Addict RC,Bont.Aeolus5,3082.5,2935,3,4,852000,Standard,33,3066,2964,3,3,170400,20,3062.163470203494,2933.301316428757
Spec Venge S-Works,Bont.Aeolus5,3077,2946,3,3,798800,Standard,33,3066,2964,3,3,170400,20,3056.7745813146053,2944.3013164287577
Felt IA 2.0,Bont.Aeolus5,2983,3001,4,1,1136000,TT,34,3066,2964,3,3,170400,20,2950.4103837837743,2999.3013164287304
Felt AR,Bont.Aeolus5,3077,2946,3,3,639000,Standard,34,3066,2964,3,3,170400,20,3056.7745813146053,2944.3013164287577
Spec Aethos,Bont.Aeolus5,3093,2930,2,4,923000,Standard,34,3066,2964,3,3,170400,20,3072.8301368701605,2928.3013164287577
Diamondback Andean,Bont.Aeolus5,2998,3007.5,4,1,572900,TT,35,3066,2964,3,3,170400,20,2968.8147047714197,3005.801316428738
Cann SuperSix EVO,Bont.Aeolus5,3090,2940,3,4,816500,Standard,36,3066,2964,3,3,170400,20,3071.48445785781,2938.3013164287618
Felt IA,Bont.Aeolus5,2984,3009.5,4,1,1065000,TT,37,3066,2964,3,3,170400,20,2952.185075141797,3007.801316428732
Pin Dogma F8,Bont.Aeolus5,3091,2955,3,3,710000,Standard,39,3066,2964,3,3,170400,20,3074.1511245244724,2953.3013164287654
Zwift Buffalo,Bont.Aeolus5,3106,3065.5,1,1,9500,Standard,40,3066,2964,3,3,170400,20,3097.3826060059323,3063.801316428786
CADEX Tri,Bont.Aeolus5,2976.5,3006.5,4,1,1029500,TT,42,3066,2964,3,3,170400,20,2942.9998899566162,3004.801316428728
Zwift Safety,Bont.Aeolus5,3097,3006.5,2,2,3550000,Standard,44,3066,2964,3,3,170400,20,3083.715939339278,3004.8013164287745
Cervelo PX-Series,Bont.Aeolus5,2984.5,3010,4,1,1065000,TT,45,3066,2964,3,3,170400,20,2952.817791191179,3008.301316428732
Zwift TT,Bont.Aeolus5,3016,3027,4,1,0,TT,0,3066,2964,3,3,170400,20,2991.6943344010356,3025.3013164287495
Pinarello Bolide TT,CADEX 65,2999,3021,3,3,0,Standard,0,3050.5,2961,4,3,241400,21,2953.564259235473,3012.576376531817
